# meta: schema_version=16, exported_at=2026-05-12T20:52:35Z, record_count=514, confidence_threshold=0
argus_record_id,id,identifier,identifier_type,device_category,manufacturer,model,confidence,source_type,source_url,source_excerpt,geographic_scope,description,first_seen,last_verified,notes
e42c67030014e18e,558,00003500-0000-1000-8000-00805f9b34fb,ble_service,gunshot_detect,Flock Safety,RAVEN,75,crowdsourced,https://github.com/NSM-Barii/flock-back,"RAVEN_ERROR_SERVICE = ""00003500-0000-1000-8000-00805f9b34fb""",US,Flock Safety gunshot_detect,2026-05-10,2026-05-11T18:21:50Z,"{""raven_const_name"": ""RAVEN_ERROR_SERVICE"", ""sub_band"": ""60-70 (crowdsourced Tier-3)"", ""repo_head_sha"": ""95bbb273b15ef072d9c0e9a13a1cc8bb07afa0af"", ""signatures_py_line"": 21, ""fp_filter"": ""sig_namespace_check_passed_vendor_specific""}
[CP14 Phase-4 promotion-cycle-1 2026-05-11] CATEGORY CORRECTION (not new admission). Wave-A 1a corroboration (colonelpanichacks/flock-you raw_obs.cat='raven_gunshot_detector' + MaxwellDPS) confirms Flock Safety Raven product line is gunshot-detection, NOT ALPR. Pre-CP14 cat='alpr' was Wave G mislabeling (Wave G manufacturer_app source classified RAVEN under Flock Safety's internal 'alpr' app-taxonomy umbrella). §11 #8 does NOT apply — manufacturer-direct naming authority correction (Flock Safety: Falcon=ALPR, Raven=gunshot_detect), not new-promotion confidence-uplift. Cat correction per §11 #1 (no fabrication). Conf 70->75 reflects Wave-A re-confirmation of correct category. Board direction MAC-63 9cfaf239 ratifies rationale."
38e079023241122f,559,flock,ssid_pattern,alpr,Flock Safety,,60,crowdsourced,https://github.com/NSM-Barii/flock-back,"""flock"",        # Standard Flock Safety naming",US,Flock Safety alpr,2026-05-10,2026-05-10,"{""vendor_class"": ""flock_root_pattern_case_variant"", ""sub_band"": ""60-70"", ""repo_head_sha"": ""95bbb273b15ef072d9c0e9a13a1cc8bb07afa0af"", ""signatures_py_line"": 32, ""case_note"": ""lowercase variant of root pattern""}"
0149e5c3378bf825,560,Flock,ssid_pattern,alpr,Flock Safety,,60,crowdsourced,https://github.com/NSM-Barii/flock-back,"""Flock"",        # Capitalized variant",US,Flock Safety alpr,2026-05-10,2026-05-10,"{""vendor_class"": ""flock_root_pattern_case_variant"", ""sub_band"": ""60-70"", ""repo_head_sha"": ""95bbb273b15ef072d9c0e9a13a1cc8bb07afa0af"", ""signatures_py_line"": 33}"
07c6628cd106ad3c,561,FLOCK,ssid_pattern,alpr,Flock Safety,,60,crowdsourced,https://github.com/NSM-Barii/flock-back,"""FLOCK"",        # All caps variant",US,Flock Safety alpr,2026-05-10,2026-05-10,"{""vendor_class"": ""flock_root_pattern_case_variant"", ""sub_band"": ""60-70"", ""repo_head_sha"": ""95bbb273b15ef072d9c0e9a13a1cc8bb07afa0af"", ""signatures_py_line"": 34}"
bec1ec02517ac66f,562,FS Ext Battery,ssid_pattern,alpr,Flock Safety,,70,crowdsourced,https://github.com/NSM-Barii/flock-back,"""FS Ext Battery"", # Flock Safety Extended Battery devices",US,Flock Safety alpr,2026-05-10,2026-05-10,"{""vendor_class"": ""fs_ext_battery_specific_phrase"", ""sub_band"": ""60-70"", ""repo_head_sha"": ""95bbb273b15ef072d9c0e9a13a1cc8bb07afa0af"", ""signatures_py_line"": 35, ""high_specificity"": ""true""}"
1930d9ed28f84a8d,563,Penguin,ssid_pattern,alpr,Flock Safety,,65,crowdsourced,https://github.com/NSM-Barii/flock-back,"""Penguin"",      # Penguin surveillance devices",US,Flock Safety alpr,2026-05-10,2026-05-10,"{""vendor_class"": ""penguin_surveillance_device_class"", ""sub_band"": ""60-70"", ""repo_head_sha"": ""95bbb273b15ef072d9c0e9a13a1cc8bb07afa0af"", ""signatures_py_line"": 36, ""cross_surface_note"": ""Penguin appears as ble_local_name (A.3.1) at different identifier_type \u2014 \u00a78.3 does NOT collapse across surfaces; this row promotes as separate canonical""}"
15827fdee3aa0dfc,564,Flock,ble_local_name,alpr,Flock Safety,,60,crowdsourced,https://github.com/NSM-Barii/flock-back,"""Flock"",           # Standard Flock Safety devices",US,Flock Safety alpr,2026-05-10,2026-05-10,"{""vendor_class"": ""flock_ble_name"", ""sub_band"": ""60-70 (crowdsourced Tier-3)"", ""repo_head_sha"": ""95bbb273b15ef072d9c0e9a13a1cc8bb07afa0af"", ""signatures_py_line"": 53}"
a2d37fb799db170f,565,FS Ext Battery,ble_local_name,alpr,Flock Safety,,70,crowdsourced,https://github.com/NSM-Barii/flock-back,"""FS Ext Battery"",  # Flock Safety Extended Battery",US,Flock Safety alpr,2026-05-10,2026-05-10,"{""vendor_class"": ""fs_ext_battery_ble_name"", ""sub_band"": ""60-70 (crowdsourced Tier-3)"", ""repo_head_sha"": ""95bbb273b15ef072d9c0e9a13a1cc8bb07afa0af"", ""signatures_py_line"": 51, ""cross_surface_note"": ""same value as B.2.4 ssid_pattern \u2014 different identifier_type, separate canonical row per \u00a78.3 cross-surface reading""}"
5e3430aacafbd6c8,566,62:60:1f,oui,drone,DJI,,40,crowdsourced,https://github.com/tesorrells/RF-Drone-Detection/blob/357a0b50757ac1201e3cc35ad14121de17ba52e3/src/wifi_monitor.py#L19,"""62:60:1F"",  # dji",US,DJI drone,2026-05-11T18:21:50Z,2026-05-11T18:21:50Z,"{""wave_a_phase"": ""1c"", ""la_pair"": {""parent"": ""60:60:1f"", ""parent_id"": 431, ""u_l_mask"": ""0xFD"", ""verification"": ""0x62 & 0xFD = 0x60""}, ""sec_8_4_disposition"": ""sibling_present_same_vendor_drone_category"", ""conf_rationale"": ""\u00a77.3 LAA-bit intake penalty caps at 40; no \u00a78.2 corroboration bonus applied because single Wave-A source (tesorrells/RF-Drone-Detection 1c); second-source corroboration would lift via \u00a78.2 formula min(99, max(originals)+5)"", ""wave_a_raw_observation_id"": 219749, ""first_paired_identifier_write"": true, ""board_eyeball_ratification"": ""MAC-63 comment 9cfaf239 2026-05-11""}"
0ea09472f68860fd,567,0x09C8,ble_manufacturer_id,unknown,XUNTONG,,85,primary_registry,https://bitbucket.org/bluetooth-SIG/public/raw/main/assigned_numbers/company_identifiers/company_identifiers.yaml,"- value: 0x09C8
  name: 'XUNTONG'",global,XUNTONG unknown,2026-05-12,2026-05-12,"{""cp15_primary_registry_single_source"": true, ""sec_8_2_band"": ""primary_registry 70-85; single-source 85"", ""sec_11_13_carveout"": ""device_category=unknown (multi-purpose vendor SIG company ID); excluded from high-confidence Lynceus export per \u00a711 #13"", ""sec_11_8_direct_issuer_citation"": true, ""source_chain"": ""Bluetooth SIG canonical YAML at bluetooth-SIG public Bitbucket repo (issuer-direct)"", ""wave_a_raw_observation_id"": 220401, ""mac_63_phase_6_promotion_cycle_2"": true}"
e3d910aa58b6c6fa,568,0x004C,ble_manufacturer_id,unknown,"Apple, Inc.",,85,primary_registry,https://bitbucket.org/bluetooth-SIG/public/raw/main/assigned_numbers/company_identifiers/company_identifiers.yaml,"- value: 0x004C
  name: 'Apple, Inc.'",global,"Apple, Inc. unknown",2026-05-12,2026-05-12,"{""cp15_primary_registry_single_source"": true, ""sec_8_2_band"": ""primary_registry 70-85; single-source 85"", ""sec_11_13_carveout"": ""device_category=unknown (multi-purpose vendor SIG company ID); excluded from high-confidence Lynceus export per \u00a711 #13"", ""sec_11_8_direct_issuer_citation"": true, ""source_chain"": ""Bluetooth SIG canonical YAML at bluetooth-SIG public Bitbucket repo (issuer-direct)"", ""wave_a_raw_observation_id"": 220402, ""mac_63_phase_6_promotion_cycle_2"": true}"
5c81e2e758befad5,569,178852,drone_id_prefix,drone,Vision Aerial,,85,primary_registry,https://uasdoc.faa.gov/listDocs,FAA RID Declaration of Compliance: prefix=178852 manufacturer=Vision Aerial,US,Vision Aerial drone,2026-05-12,2026-05-12,"{""cp15_primary_registry_single_source"": true, ""sec_8_2_band"": ""primary_registry 70-85; single-source 85"", ""sec_11_8_direct_issuer_citation"": true, ""faa_rid_canonical_publication"": ""https://uasdoc.faa.gov/listDocs"", ""faa_rid_machine_api"": ""https://uasdoc.faa.gov/api/v1/publicDOCRev"", ""raw_observations_ancestor_id"": 219862, ""raw_observations_ancestor_source"": ""alphafox02/DragonSync Wave-A 3a wrapper (source_id=23); canonical FAA registry is uasdoc.faa.gov direct issuer per CP15 \u00a711 #8"", ""mac_63_phase_6_promotion_cycle_2"": true}"
6b29fbfa42cbb4c2,570,2137FDE1,drone_id_prefix,drone,Antigravity,,85,primary_registry,https://uasdoc.faa.gov/listDocs,FAA RID Declaration of Compliance: prefix=2137FDE1 manufacturer=Antigravity,US,Antigravity drone,2026-05-12,2026-05-12,"{""cp15_primary_registry_single_source"": true, ""sec_8_2_band"": ""primary_registry 70-85; single-source 85"", ""sec_11_8_direct_issuer_citation"": true, ""faa_rid_canonical_publication"": ""https://uasdoc.faa.gov/listDocs"", ""faa_rid_machine_api"": ""https://uasdoc.faa.gov/api/v1/publicDOCRev"", ""raw_observations_ancestor_id"": 219863, ""raw_observations_ancestor_source"": ""alphafox02/DragonSync Wave-A 3a wrapper (source_id=23); canonical FAA registry is uasdoc.faa.gov direct issuer per CP15 \u00a711 #8"", ""mac_63_phase_6_promotion_cycle_2"": true}"
71b58852de8e7516,571,21239ESA2,drone_id_prefix,drone,Dunlevy Consulting,,85,primary_registry,https://uasdoc.faa.gov/listDocs,FAA RID Declaration of Compliance: prefix=21239ESA2 manufacturer=Dunlevy Consulting,US,Dunlevy Consulting drone,2026-05-12,2026-05-12,"{""cp15_primary_registry_single_source"": true, ""sec_8_2_band"": ""primary_registry 70-85; single-source 85"", ""sec_11_8_direct_issuer_citation"": true, ""faa_rid_canonical_publication"": ""https://uasdoc.faa.gov/listDocs"", ""faa_rid_machine_api"": ""https://uasdoc.faa.gov/api/v1/publicDOCRev"", ""raw_observations_ancestor_id"": 219864, ""raw_observations_ancestor_source"": ""alphafox02/DragonSync Wave-A 3a wrapper (source_id=23); canonical FAA registry is uasdoc.faa.gov direct issuer per CP15 \u00a711 #8"", ""mac_63_phase_6_promotion_cycle_2"": true}"
b30910b3a02e4e95,572,2160BV2EL,drone_id_prefix,drone,Rainmaker,,85,primary_registry,https://uasdoc.faa.gov/listDocs,FAA RID Declaration of Compliance: prefix=2160BV2EL manufacturer=Rainmaker,US,Rainmaker drone,2026-05-12,2026-05-12,"{""cp15_primary_registry_single_source"": true, ""sec_8_2_band"": ""primary_registry 70-85; single-source 85"", ""sec_11_8_direct_issuer_citation"": true, ""faa_rid_canonical_publication"": ""https://uasdoc.faa.gov/listDocs"", ""faa_rid_machine_api"": ""https://uasdoc.faa.gov/api/v1/publicDOCRev"", ""raw_observations_ancestor_id"": 219865, ""raw_observations_ancestor_source"": ""alphafox02/DragonSync Wave-A 3a wrapper (source_id=23); canonical FAA registry is uasdoc.faa.gov direct issuer per CP15 \u00a711 #8"", ""mac_63_phase_6_promotion_cycle_2"": true}"
b529108b2ddca053,573,1863F251,drone_id_prefix,drone,XAG,,85,primary_registry,https://uasdoc.faa.gov/listDocs,FAA RID Declaration of Compliance: prefix=1863F251 manufacturer=XAG,US,XAG drone,2026-05-12,2026-05-12,"{""cp15_primary_registry_single_source"": true, ""sec_8_2_band"": ""primary_registry 70-85; single-source 85"", ""sec_11_8_direct_issuer_citation"": true, ""faa_rid_canonical_publication"": ""https://uasdoc.faa.gov/listDocs"", ""faa_rid_machine_api"": ""https://uasdoc.faa.gov/api/v1/publicDOCRev"", ""raw_observations_ancestor_id"": 219866, ""raw_observations_ancestor_source"": ""alphafox02/DragonSync Wave-A 3a wrapper (source_id=23); canonical FAA registry is uasdoc.faa.gov direct issuer per CP15 \u00a711 #8"", ""mac_63_phase_6_promotion_cycle_2"": true}"
df09cc11239b4134,574,16335,drone_id_prefix,drone,Wing Aviation LLC,,85,primary_registry,https://uasdoc.faa.gov/listDocs,FAA RID Declaration of Compliance: prefix=16335 manufacturer=Wing Aviation LLC,US,Wing Aviation LLC drone,2026-05-12,2026-05-12,"{""cp15_primary_registry_single_source"": true, ""sec_8_2_band"": ""primary_registry 70-85; single-source 85"", ""sec_11_8_direct_issuer_citation"": true, ""faa_rid_canonical_publication"": ""https://uasdoc.faa.gov/listDocs"", ""faa_rid_machine_api"": ""https://uasdoc.faa.gov/api/v1/publicDOCRev"", ""raw_observations_ancestor_id"": 219867, ""raw_observations_ancestor_source"": ""alphafox02/DragonSync Wave-A 3a wrapper (source_id=23); canonical FAA registry is uasdoc.faa.gov direct issuer per CP15 \u00a711 #8"", ""mac_63_phase_6_promotion_cycle_2"": true}"
b9b9224825a81449,575,16635,drone_id_prefix,drone,Wing Aviation LLC,,85,primary_registry,https://uasdoc.faa.gov/listDocs,FAA RID Declaration of Compliance: prefix=16635 manufacturer=Wing Aviation LLC,US,Wing Aviation LLC drone,2026-05-12,2026-05-12,"{""cp15_primary_registry_single_source"": true, ""sec_8_2_band"": ""primary_registry 70-85; single-source 85"", ""sec_11_8_direct_issuer_citation"": true, ""faa_rid_canonical_publication"": ""https://uasdoc.faa.gov/listDocs"", ""faa_rid_machine_api"": ""https://uasdoc.faa.gov/api/v1/publicDOCRev"", ""raw_observations_ancestor_id"": 219868, ""raw_observations_ancestor_source"": ""alphafox02/DragonSync Wave-A 3a wrapper (source_id=23); canonical FAA registry is uasdoc.faa.gov direct issuer per CP15 \u00a711 #8"", ""mac_63_phase_6_promotion_cycle_2"": true}"
c5fc69c7bc6559f9,576,16335F,drone_id_prefix,drone,Wing Aviation LLC,,85,primary_registry,https://uasdoc.faa.gov/listDocs,FAA RID Declaration of Compliance: prefix=16335F manufacturer=Wing Aviation LLC,US,Wing Aviation LLC drone,2026-05-12,2026-05-12,"{""cp15_primary_registry_single_source"": true, ""sec_8_2_band"": ""primary_registry 70-85; single-source 85"", ""sec_11_8_direct_issuer_citation"": true, ""faa_rid_canonical_publication"": ""https://uasdoc.faa.gov/listDocs"", ""faa_rid_machine_api"": ""https://uasdoc.faa.gov/api/v1/publicDOCRev"", ""raw_observations_ancestor_id"": 219869, ""raw_observations_ancestor_source"": ""alphafox02/DragonSync Wave-A 3a wrapper (source_id=23); canonical FAA registry is uasdoc.faa.gov direct issuer per CP15 \u00a711 #8"", ""mac_63_phase_6_promotion_cycle_2"": true}"
5cc0a58aa405670e,577,2161F105,drone_id_prefix,drone,Tofect,,85,primary_registry,https://uasdoc.faa.gov/listDocs,FAA RID Declaration of Compliance: prefix=2161F105 manufacturer=Tofect,US,Tofect drone,2026-05-12,2026-05-12,"{""cp15_primary_registry_single_source"": true, ""sec_8_2_band"": ""primary_registry 70-85; single-source 85"", ""sec_11_8_direct_issuer_citation"": true, ""faa_rid_canonical_publication"": ""https://uasdoc.faa.gov/listDocs"", ""faa_rid_machine_api"": ""https://uasdoc.faa.gov/api/v1/publicDOCRev"", ""raw_observations_ancestor_id"": 219870, ""raw_observations_ancestor_source"": ""alphafox02/DragonSync Wave-A 3a wrapper (source_id=23); canonical FAA registry is uasdoc.faa.gov direct issuer per CP15 \u00a711 #8"", ""mac_63_phase_6_promotion_cycle_2"": true}"
6d294022d4dad810,578,1969BFS3,drone_id_prefix,drone,SkySpecs,,85,primary_registry,https://uasdoc.faa.gov/listDocs,FAA RID Declaration of Compliance: prefix=1969BFS3 manufacturer=SkySpecs,US,SkySpecs drone,2026-05-12,2026-05-12,"{""cp15_primary_registry_single_source"": true, ""sec_8_2_band"": ""primary_registry 70-85; single-source 85"", ""sec_11_8_direct_issuer_citation"": true, ""faa_rid_canonical_publication"": ""https://uasdoc.faa.gov/listDocs"", ""faa_rid_machine_api"": ""https://uasdoc.faa.gov/api/v1/publicDOCRev"", ""raw_observations_ancestor_id"": 219871, ""raw_observations_ancestor_source"": ""alphafox02/DragonSync Wave-A 3a wrapper (source_id=23); canonical FAA registry is uasdoc.faa.gov direct issuer per CP15 \u00a711 #8"", ""mac_63_phase_6_promotion_cycle_2"": true}"
c8f372b2120a655a,579,1875CF7GB3,drone_id_prefix,drone,Bwine,,85,primary_registry,https://uasdoc.faa.gov/listDocs,FAA RID Declaration of Compliance: prefix=1875CF7GB3 manufacturer=Bwine,US,Bwine drone,2026-05-12,2026-05-12,"{""cp15_primary_registry_single_source"": true, ""sec_8_2_band"": ""primary_registry 70-85; single-source 85"", ""sec_11_8_direct_issuer_citation"": true, ""faa_rid_canonical_publication"": ""https://uasdoc.faa.gov/listDocs"", ""faa_rid_machine_api"": ""https://uasdoc.faa.gov/api/v1/publicDOCRev"", ""raw_observations_ancestor_id"": 219872, ""raw_observations_ancestor_source"": ""alphafox02/DragonSync Wave-A 3a wrapper (source_id=23); canonical FAA registry is uasdoc.faa.gov direct issuer per CP15 \u00a711 #8"", ""mac_63_phase_6_promotion_cycle_2"": true}"
4c2ffc898634f54e,580,1889ESPP,drone_id_prefix,drone,WISPR,,85,primary_registry,https://uasdoc.faa.gov/listDocs,FAA RID Declaration of Compliance: prefix=1889ESPP manufacturer=WISPR,US,WISPR drone,2026-05-12,2026-05-12,"{""cp15_primary_registry_single_source"": true, ""sec_8_2_band"": ""primary_registry 70-85; single-source 85"", ""sec_11_8_direct_issuer_citation"": true, ""faa_rid_canonical_publication"": ""https://uasdoc.faa.gov/listDocs"", ""faa_rid_machine_api"": ""https://uasdoc.faa.gov/api/v1/publicDOCRev"", ""raw_observations_ancestor_id"": 219873, ""raw_observations_ancestor_source"": ""alphafox02/DragonSync Wave-A 3a wrapper (source_id=23); canonical FAA registry is uasdoc.faa.gov direct issuer per CP15 \u00a711 #8"", ""mac_63_phase_6_promotion_cycle_2"": true}"
984d66721a4131cc,581,1863F242,drone_id_prefix,drone,XAG,,85,primary_registry,https://uasdoc.faa.gov/listDocs,FAA RID Declaration of Compliance: prefix=1863F242 manufacturer=XAG,US,XAG drone,2026-05-12,2026-05-12,"{""cp15_primary_registry_single_source"": true, ""sec_8_2_band"": ""primary_registry 70-85; single-source 85"", ""sec_11_8_direct_issuer_citation"": true, ""faa_rid_canonical_publication"": ""https://uasdoc.faa.gov/listDocs"", ""faa_rid_machine_api"": ""https://uasdoc.faa.gov/api/v1/publicDOCRev"", ""raw_observations_ancestor_id"": 219874, ""raw_observations_ancestor_source"": ""alphafox02/DragonSync Wave-A 3a wrapper (source_id=23); canonical FAA registry is uasdoc.faa.gov direct issuer per CP15 \u00a711 #8"", ""mac_63_phase_6_promotion_cycle_2"": true}"
e388ad40fe7c5bdf,582,1889ESS0000,drone_id_prefix,drone,WISPR,,85,primary_registry,https://uasdoc.faa.gov/listDocs,FAA RID Declaration of Compliance: prefix=1889ESS0000 manufacturer=WISPR,US,WISPR drone,2026-05-12,2026-05-12,"{""cp15_primary_registry_single_source"": true, ""sec_8_2_band"": ""primary_registry 70-85; single-source 85"", ""sec_11_8_direct_issuer_citation"": true, ""faa_rid_canonical_publication"": ""https://uasdoc.faa.gov/listDocs"", ""faa_rid_machine_api"": ""https://uasdoc.faa.gov/api/v1/publicDOCRev"", ""raw_observations_ancestor_id"": 219875, ""raw_observations_ancestor_source"": ""alphafox02/DragonSync Wave-A 3a wrapper (source_id=23); canonical FAA registry is uasdoc.faa.gov direct issuer per CP15 \u00a711 #8"", ""mac_63_phase_6_promotion_cycle_2"": true}"
cfb68e8fcc541684,583,2095FH04,drone_id_prefix,drone,ZERO ZERO ROBOTICS,,85,primary_registry,https://uasdoc.faa.gov/listDocs,FAA RID Declaration of Compliance: prefix=2095FH04 manufacturer=ZERO ZERO ROBOTICS,US,ZERO ZERO ROBOTICS drone,2026-05-12,2026-05-12,"{""cp15_primary_registry_single_source"": true, ""sec_8_2_band"": ""primary_registry 70-85; single-source 85"", ""sec_11_8_direct_issuer_citation"": true, ""faa_rid_canonical_publication"": ""https://uasdoc.faa.gov/listDocs"", ""faa_rid_machine_api"": ""https://uasdoc.faa.gov/api/v1/publicDOCRev"", ""raw_observations_ancestor_id"": 219876, ""raw_observations_ancestor_source"": ""alphafox02/DragonSync Wave-A 3a wrapper (source_id=23); canonical FAA registry is uasdoc.faa.gov direct issuer per CP15 \u00a711 #8"", ""mac_63_phase_6_promotion_cycle_2"": true}"
caaefaee6cd43855,584,2095FH05,drone_id_prefix,drone,ZERO ZERO ROBOTICS,,85,primary_registry,https://uasdoc.faa.gov/listDocs,FAA RID Declaration of Compliance: prefix=2095FH05 manufacturer=ZERO ZERO ROBOTICS,US,ZERO ZERO ROBOTICS drone,2026-05-12,2026-05-12,"{""cp15_primary_registry_single_source"": true, ""sec_8_2_band"": ""primary_registry 70-85; single-source 85"", ""sec_11_8_direct_issuer_citation"": true, ""faa_rid_canonical_publication"": ""https://uasdoc.faa.gov/listDocs"", ""faa_rid_machine_api"": ""https://uasdoc.faa.gov/api/v1/publicDOCRev"", ""raw_observations_ancestor_id"": 219877, ""raw_observations_ancestor_source"": ""alphafox02/DragonSync Wave-A 3a wrapper (source_id=23); canonical FAA registry is uasdoc.faa.gov direct issuer per CP15 \u00a711 #8"", ""mac_63_phase_6_promotion_cycle_2"": true}"
81169d4b16d445fb,585,174451,drone_id_prefix,drone,Wingtra,,85,primary_registry,https://uasdoc.faa.gov/listDocs,FAA RID Declaration of Compliance: prefix=174451 manufacturer=Wingtra,US,Wingtra drone,2026-05-12,2026-05-12,"{""cp15_primary_registry_single_source"": true, ""sec_8_2_band"": ""primary_registry 70-85; single-source 85"", ""sec_11_8_direct_issuer_citation"": true, ""faa_rid_canonical_publication"": ""https://uasdoc.faa.gov/listDocs"", ""faa_rid_machine_api"": ""https://uasdoc.faa.gov/api/v1/publicDOCRev"", ""raw_observations_ancestor_id"": 219878, ""raw_observations_ancestor_source"": ""alphafox02/DragonSync Wave-A 3a wrapper (source_id=23); canonical FAA registry is uasdoc.faa.gov direct issuer per CP15 \u00a711 #8"", ""mac_63_phase_6_promotion_cycle_2"": true}"
22af7a665109b7c1,586,1581F836,drone_id_prefix,drone,DJI,,85,primary_registry,https://uasdoc.faa.gov/listDocs,FAA RID Declaration of Compliance: prefix=1581F836 manufacturer=DJI,US,DJI drone,2026-05-12,2026-05-12,"{""cp15_primary_registry_single_source"": true, ""sec_8_2_band"": ""primary_registry 70-85; single-source 85"", ""sec_11_8_direct_issuer_citation"": true, ""faa_rid_canonical_publication"": ""https://uasdoc.faa.gov/listDocs"", ""faa_rid_machine_api"": ""https://uasdoc.faa.gov/api/v1/publicDOCRev"", ""raw_observations_ancestor_id"": 219879, ""raw_observations_ancestor_source"": ""alphafox02/DragonSync Wave-A 3a wrapper (source_id=23); canonical FAA registry is uasdoc.faa.gov direct issuer per CP15 \u00a711 #8"", ""mac_63_phase_6_promotion_cycle_2"": true}"
8367ea44dc78f782,587,1581FBEX,drone_id_prefix,drone,DJI,,85,primary_registry,https://uasdoc.faa.gov/listDocs,FAA RID Declaration of Compliance: prefix=1581FBEX manufacturer=DJI,US,DJI drone,2026-05-12,2026-05-12,"{""cp15_primary_registry_single_source"": true, ""sec_8_2_band"": ""primary_registry 70-85; single-source 85"", ""sec_11_8_direct_issuer_citation"": true, ""faa_rid_canonical_publication"": ""https://uasdoc.faa.gov/listDocs"", ""faa_rid_machine_api"": ""https://uasdoc.faa.gov/api/v1/publicDOCRev"", ""raw_observations_ancestor_id"": 219880, ""raw_observations_ancestor_source"": ""alphafox02/DragonSync Wave-A 3a wrapper (source_id=23); canonical FAA registry is uasdoc.faa.gov direct issuer per CP15 \u00a711 #8"", ""mac_63_phase_6_promotion_cycle_2"": true}"
a03d26bd10d2b641,588,1924A01,drone_id_prefix,drone,Arcsky,,85,primary_registry,https://uasdoc.faa.gov/listDocs,FAA RID Declaration of Compliance: prefix=1924A01 manufacturer=Arcsky,US,Arcsky drone,2026-05-12,2026-05-12,"{""cp15_primary_registry_single_source"": true, ""sec_8_2_band"": ""primary_registry 70-85; single-source 85"", ""sec_11_8_direct_issuer_citation"": true, ""faa_rid_canonical_publication"": ""https://uasdoc.faa.gov/listDocs"", ""faa_rid_machine_api"": ""https://uasdoc.faa.gov/api/v1/publicDOCRev"", ""raw_observations_ancestor_id"": 219881, ""raw_observations_ancestor_source"": ""alphafox02/DragonSync Wave-A 3a wrapper (source_id=23); canonical FAA registry is uasdoc.faa.gov direct issuer per CP15 \u00a711 #8"", ""mac_63_phase_6_promotion_cycle_2"": true}"
58a531611db807b9,589,2108F,drone_id_prefix,drone,Vesper UAS,,85,primary_registry,https://uasdoc.faa.gov/listDocs,FAA RID Declaration of Compliance: prefix=2108F manufacturer=Vesper UAS,US,Vesper UAS drone,2026-05-12,2026-05-12,"{""cp15_primary_registry_single_source"": true, ""sec_8_2_band"": ""primary_registry 70-85; single-source 85"", ""sec_11_8_direct_issuer_citation"": true, ""faa_rid_canonical_publication"": ""https://uasdoc.faa.gov/listDocs"", ""faa_rid_machine_api"": ""https://uasdoc.faa.gov/api/v1/publicDOCRev"", ""raw_observations_ancestor_id"": 219882, ""raw_observations_ancestor_source"": ""alphafox02/DragonSync Wave-A 3a wrapper (source_id=23); canonical FAA registry is uasdoc.faa.gov direct issuer per CP15 \u00a711 #8"", ""mac_63_phase_6_promotion_cycle_2"": true}"
67bd623277d9d0f9,590,1581F9DE,drone_id_prefix,drone,DJI,,85,primary_registry,https://uasdoc.faa.gov/listDocs,FAA RID Declaration of Compliance: prefix=1581F9DE manufacturer=DJI,US,DJI drone,2026-05-12,2026-05-12,"{""cp15_primary_registry_single_source"": true, ""sec_8_2_band"": ""primary_registry 70-85; single-source 85"", ""sec_11_8_direct_issuer_citation"": true, ""faa_rid_canonical_publication"": ""https://uasdoc.faa.gov/listDocs"", ""faa_rid_machine_api"": ""https://uasdoc.faa.gov/api/v1/publicDOCRev"", ""raw_observations_ancestor_id"": 219883, ""raw_observations_ancestor_source"": ""alphafox02/DragonSync Wave-A 3a wrapper (source_id=23); canonical FAA registry is uasdoc.faa.gov direct issuer per CP15 \u00a711 #8"", ""mac_63_phase_6_promotion_cycle_2"": true}"
5a6f3fe4cacc08a5,591,1581F8ZX,drone_id_prefix,drone,DJI,,85,primary_registry,https://uasdoc.faa.gov/listDocs,FAA RID Declaration of Compliance: prefix=1581F8ZX manufacturer=DJI,US,DJI drone,2026-05-12,2026-05-12,"{""cp15_primary_registry_single_source"": true, ""sec_8_2_band"": ""primary_registry 70-85; single-source 85"", ""sec_11_8_direct_issuer_citation"": true, ""faa_rid_canonical_publication"": ""https://uasdoc.faa.gov/listDocs"", ""faa_rid_machine_api"": ""https://uasdoc.faa.gov/api/v1/publicDOCRev"", ""raw_observations_ancestor_id"": 219884, ""raw_observations_ancestor_source"": ""alphafox02/DragonSync Wave-A 3a wrapper (source_id=23); canonical FAA registry is uasdoc.faa.gov direct issuer per CP15 \u00a711 #8"", ""mac_63_phase_6_promotion_cycle_2"": true}"
c80898b8956e1a82,592,1581F8ZL,drone_id_prefix,drone,DJI,,85,primary_registry,https://uasdoc.faa.gov/listDocs,FAA RID Declaration of Compliance: prefix=1581F8ZL manufacturer=DJI,US,DJI drone,2026-05-12,2026-05-12,"{""cp15_primary_registry_single_source"": true, ""sec_8_2_band"": ""primary_registry 70-85; single-source 85"", ""sec_11_8_direct_issuer_citation"": true, ""faa_rid_canonical_publication"": ""https://uasdoc.faa.gov/listDocs"", ""faa_rid_machine_api"": ""https://uasdoc.faa.gov/api/v1/publicDOCRev"", ""raw_observations_ancestor_id"": 219885, ""raw_observations_ancestor_source"": ""alphafox02/DragonSync Wave-A 3a wrapper (source_id=23); canonical FAA registry is uasdoc.faa.gov direct issuer per CP15 \u00a711 #8"", ""mac_63_phase_6_promotion_cycle_2"": true}"
